Date,CalibSigA,CalibN,Beta_BM,Beta_EM,DeltaSprad,PD,LGD
10/3/06,0.111351478,6841229815,0.032330696,1.24151529,526.9806833,0.053394898,0.103912418
10/4/06,0.12020945,6778363630,0.04026841,1.24151529,520.2360415,0.064897555,0.115696572
10/5/06,0.135407929,6836469242,0.052797439,1.221123665,507.1646709,0.082126746,0.135531113
10/6/06,0.134308873,6879667692,0.055724284,1.221590479,503.5667818,0.090501639,0.136884591
10/9/06,0.137012875,5275822920,0.060803988,1.221590479,497.3715034,0.100386481,0.142381291
10/10/06,0.122241767,7092406397,0.045816621,1.221590479,513.9695761,0.078430003,0.121559173
10/11/06,0.123280703,7108900760,0.047383399,1.221590479,512.3237023,0.081387215,0.123396703
10/12/06,0.116129693,7080799003,0.038271566,1.219277649,511.2454466,0.065417595,0.111977282
10/13/06,0.128784014,7141450675,0.052849613,1.21576336,485.6870933,0.09014288,0.131260628
10/16/06,0.13518905,7164100503,0.059973323,1.21576336,477.3539304,0.101265939,0.140764843
10/17/06,0.13665481,7160979955,0.06021394,1.21576336,477.2252828,0.100043716,0.141922322
10/18/06,0.137380833,7157618180,0.060329866,1.21576336,482.6644178,0.099440664,0.142492881
10/19/06,0.139304966,7181732109,0.06331568,1.203032306,477.9377669,0.106683187,0.146457932
10/20/06,0.210544111,7776427170,0.146457824,1.202523501,318.8249562,0.224227241,0.258940271
10/23/06,0.127955437,7157594317,0.054201565,1.202523501,488.6710859,0.096431562,0.132116851
10/24/06,0.111146976,7086971095,0.035121154,1.202523501,508.5028738,0.063192956,0.106615315
10/25/06,0.125971801,7128752602,0.051572624,1.202523501,491.7464193,0.091614555,0.128839381
10/26/06,0.128136716,7120412918,0.053047057,1.1836551,489.0875205,0.095342982,0.132011945
10/27/06,0.121583525,7071920646,0.045435872,1.184358188,497.7547476,0.081897093,0.121864538
10/30/06,0.113420328,7037740885,0.035807933,1.184358188,507.444513,0.064332115,0.109092739
10/31/06,0.104662041,6983875201,0.026046581,1.184358188,515.8110581,0.046368569,0.095616872
11/1/06,0.122695121,6866542550,0.043894822,1.184358188,499.5942856,0.076561414,0.121478189
11/2/06,0.120978714,6862213693,0.040204247,1.196023381,511.3805383,0.067709239,0.11726668
11/3/06,0.120876951,6907370555,0.041111758,1.19119003,510.2626336,0.070514726,0.117990552
11/6/06,0.134031432,6880429146,0.053696744,1.19119003,496.8704304,0.089152519,0.13622336
11/7/06,0.113102396,6906742526,0.033686885,1.19119003,517.1696209,0.058636564,0.107130298
11/8/06,0.115037938,6905061903,0.035393881,1.19119003,504.8443417,0.061300774,0.10973838
11/9/06,0.12131672,6914547637,0.041054258,1.206968573,500.0987547,0.068592625,0.117850514
11/10/06,0.129842213,7055458742,0.050755203,1.208194667,492.1657427,0.084326421,0.130690223
11/13/06,0.107829766,6991319933,0.02931366,1.208194667,512.4302163,0.050808399,0.099879848
11/14/06,0.109893659,6982379934,0.03109776,1.208194667,420.2143096,0.053626358,0.102639587
11/15/06,0.100255293,6972987116,0.022297883,1.208194667,499.9305553,0.03888494,0.0892609
11/16/06,0.108164731,7009309983,0.02956689,1.211145344,494.5394304,0.051003219,0.10024654
11/17/06,0.112855167,7007257047,0.034654703,1.206019532,487.5262902,0.060219562,0.10736796
11/20/06,0.11983127,7030030520,0.042602123,1.206019532,480.0368619,0.074057026,0.117991083
11/21/06,0.100427949,6968891849,0.02470639,1.206019532,495.5065094,0.044795483,0.09130953
11/22/06,0.102116926,6968979137,0.026081797,1.206019532,494.4814588,0.047072386,0.093532588
11/24/06,0.103989082,6967649548,0.027918388,1.19593553,492.8630688,0.050942907,0.096403315
11/27/06,0.115180775,7000513806,0.039642132,1.19593553,482.451862,0.071858942,0.11288261
11/28/06,0.125564674,7030028733,0.050531412,1.19593553,471.0373702,0.090009732,0.12800299
11/29/06,0.109820433,6972207728,0.033097059,1.19593553,488.5551128,0.05957818,0.104334269
11/30/06,0.101164977,6921894666,0.022804584,1.21222669,497.0399007,0.039366235,0.090224113
12/1/06,0.093889948,6740397035,0.016589669,1.210502159,513.0900482,0.028758335,0.080191343
12/4/06,0.111955899,6705108477,0.030393417,1.210502159,503.380092,0.050251709,0.10347581
12/5/06,0.102922986,6690689911,0.021938029,1.210502159,509.6854931,0.036416818,0.090750614
12/6/06,0.156138828,6863075597,0.069956956,1.210502159,461.8081243,0.101693028,0.162184743
12/7/06,0.114015217,6835937686,0.029831402,1.198347857,503.6655462,0.04822037,0.104683224
12/8/06,0.134251667,6916687761,0.048013334,1.205265169,487.1788297,0.0734984,0.131764038
12/11/06,0.122093094,6983945071,0.037591255,1.205265169,459.3410493,0.059732833,0.115873556
12/12/06,0.151040041,7076415878,0.06486657,1.205265169,430.0338613,0.096065075,0.155299055
12/13/06,0.168022863,7195074254,0.082592426,1.205265169,405.7756352,0.118391563,0.179562105
12/14/06,0.162620319,7156427372,0.074410139,1.213160193,418.5471842,0.10430367,0.169580785
12/15/06,0.15194124,7113608051,0.065137027,1.215988857,430.5498032,0.094355217,0.155671631
12/18/06,0.110751455,6978802724,0.026371473,1.215988857,457.6402113,0.041598995,0.099479904
12/19/06,0.124030561,7016112860,0.03927327,1.215988857,369.3752742,0.061271543,0.118178702
12/20/06,0.16087252,7154125125,0.073986745,1.215988857,330.4156945,0.104936207,0.168004362
12/21/06,0.14274013,7046129954,0.051889814,1.186762996,410.8369096,0.076390687,0.140887759
12/22/06,0.147941197,7088029184,0.055045547,1.178576618,406.979295,0.079572579,0.146978642
12/26/06,0.159519306,7131403602,0.066585317,1.178576618,392.777809,0.094369207,0.163252548
12/27/06,0.143037452,7084388625,0.051406616,1.178576618,411.0068004,0.075834945,0.140993816
12/28/06,0.140444918,7089168786,0.049198667,1.183972771,413.6577639,0.072629629,0.137444088
12/29/06,0.152103613,7144699554,0.061673787,1.182323813,399.0524351,0.09026162,0.154539854
1/3/07,0.170794068,7111339268,0.079111159,1.182323813,375.6008886,0.110383997,0.179870841
1/4/07,0.13833855,8566640180,0.056865733,1.098920652,401.5131646,0.105072286,0.14502457
1/5/07,0.139568604,8579989514,0.056948407,1.09688369,401.3990045,0.104027627,0.145997092
1/8/07,0.139171243,12606189169,0.079565492,1.09688369,358.0444903,0.184215316,0.16534185
1/9/07,0.137210423,12587477344,0.077932105,1.09688369,361.0153685,0.182156195,0.162618037
1/10/07,0.132966817,13063952399,0.075621224,1.09688369,322.2936131,0.18279824,0.15786699
1/11/07,0.177694142,13792346125,0.115231247,1.048285984,210.4424177,0.256288404,0.22887101
1/12/07,0.222723537,14791468199,0.157878089,1.059304754,74.405954,0.311980508,0.300728853
1/16/07,0.241185811,15300884876,0.174855721,1.059304754,4.685713507,0.334679014,0.33114451
1/17/07,0.240981507,15330397967,0.174772151,1.059304754,-9.207268007,0.334938545,0.330973052
1/18/07,0.242203303,15306413135,0.173191211,1.046739674,-10.07576243,0.333386758,0.331996307
1/19/07,0.235784182,15293484493,0.170662361,1.047368252,-5.385738102,0.341546852,0.326563335
1/22/07,0.159159536,13489595080,0.097762631,1.047368252,243.6307302,0.22937627,0.199521279
1/23/07,0.167571704,13637609445,0.104673298,1.047368252,221.6572842,0.237342454,0.211653178
1/24/07,0.183029599,13909867729,0.118970861,1.047368252,182.1230434,0.258408232,0.235974758
1/25/07,0.148168813,13349201408,0.083579568,1.032039217,270.4069103,0.200587424,0.179579748
1/26/07,0.14275386,13289360587,0.078794763,1.030757187,280.3925186,0.193319786,0.171567872
1/29/07,0.19073334,14134317019,0.124453723,1.030757187,159.108694,0.270277324,0.248688326
1/30/07,0.168679642,13687788180,0.103359125,1.030757187,221.3119138,0.235838999,0.212610093
1/31/07,0.189349682,14021156732,0.121990591,1.030757187,170.9392689,0.262846771,0.244929773
2/1/07,0.242269737,7606769414,0.125243244,1.039141241,195.1969423,0.164624917,0.27401373
2/2/07,0.244584445,7616064893,0.127471413,1.046057796,191.7544325,0.165038825,0.276646908
2/5/07,0.23019064,9366832567,0.130528643,1.046057796,175.7603888,0.19619555,0.272182954
2/6/07,0.238392201,9466750619,0.1389132,1.046057796,150.538938,0.207755392,0.285377355
2/7/07,0.15521561,12770930896,0.085746777,1.046057796,273.9231558,0.187988724,0.184719064
2/8/07,0.161787695,12863432841,0.092048737,1.040498918,258.4890397,0.200412265,0.195443101
2/9/07,0.189340891,13415346386,0.120969987,1.042012902,180.4676762,0.252322099,0.242001468
2/12/07,0.209134031,14467839568,0.142740678,1.042012902,105.2175865,0.294171039,0.278353691
2/13/07,0.209793092,14490829890,0.143150151,1.042012902,104.0419811,0.294086171,0.279148991
2/14/07,0.210387442,14447443334,0.143705,1.042012902,102.039103,0.294889909,0.280127978
2/15/07,0.211741389,14432719277,0.143326437,1.033885724,100.0784349,0.294278036,0.281629595
2/16/07,0.217731674,14647701741,0.149942776,1.028957901,69.5071463,0.311057028,0.294185239
2/20/07,0.187371815,13899591808,0.120723522,1.028957901,173.3550903,0.263695978,0.242737165
2/21/07,0.17646588,13681466083,0.109919307,1.028957901,205.9898845,0.244987925,0.22440016
2/22/07,0.190492683,14022298040,0.116833506,0.966180534,160.7764776,0.271887281,0.24883735
2/23/07,0.194381873,14092117631,0.120916503,0.966493627,145.8428215,0.280696695,0.256111703
2/26/07,0.202599984,14226912178,0.127666932,0.966493627,121.8032476,0.290068345,0.269011077
2/27/07,0.204454295,14222639460,0.13044882,0.966493627,109.4039908,0.298742484,0.27384708
2/28/07,0.210912171,14388287304,0.135179626,0.966493627,92.24504912,0.303040696,0.283211599
3/1/07,0.287370358,8045766913,0.154992414,0.952804215,54.98186106,0.21697261,0.343325386
3/2/07,0.281736357,8002548923,0.151615061,0.945358906,61.75385611,0.219472486,0.338093981
3/5/07,0.252850863,9725260556,0.145200934,0.945358906,70.65702424,0.252392147,0.317486734
3/6/07,0.274919605,10047571950,0.160678516,0.945358906,7.448370645,0.265823984,0.347924129
3/7/07,0.201959805,13573232405,0.123538273,0.945358906,128.0669893,0.285037394,0.266759703
3/8/07,0.228653119,14264456110,0.146713779,0.944861782,29.72457209,0.324827546,0.312200149
3/9/07,0.20501077,13728100003,0.126514022,0.942973679,114.3766302,0.292915887,0.272845053
3/12/07,0.213939421,14534172457,0.136019986,0.942973679,72.06884127,0.31580086,0.290843381
3/13/07,0.212636648,14499345419,0.135869392,0.942973679,70.86702722,0.31932986,0.290251663
3/14/07,0.240866262,15342020375,0.159152892,0.942973679,-39.11695017,0.355853997,0.337699656
3/15/07,0.244702409,15510754056,0.163993985,0.949821613,-59.99314982,0.363951603,0.345285181
3/16/07,0.272342001,16505798705,0.186387995,0.953729805,-183.3494746,0.394368082,0.39113364
3/19/07,0.223864876,14943963467,0.14840742,0.953729805,18.45916344,0.343068493,0.311835679
3/20/07,0.213302708,14577692237,0.13836197,0.953729805,66.08917456,0.322354197,0.29200467
3/21/07,0.255157273,15740093911,0.171331108,0.953729805,-90.34838161,0.365811315,0.359247364
3/22/07,0.263163739,16056975163,0.177261838,0.953022101,-123.2126524,0.373106962,0.3719312
3/23/07,0.172841605,13646544394,0.101741277,0.955444982,204.1013738,0.253815099,0.222275363
3/26/07,0.187155561,13947503299,0.115222689,0.955444982,158.4730025,0.280534385,0.247066028
3/27/07,0.155030087,13358490778,0.08677693,0.955444982,246.7696451,0.228847492,0.194415084
3/28/07,0.159900597,13410588683,0.089961474,0.955444982,238.9848468,0.231222886,0.200864729
3/29/07,0.171149043,13619601092,0.099855438,0.954879083,210.0540133,0.249433721,0.219078689
3/30/07,0.156209657,13377361529,0.08690862,0.954806174,246.9463569,0.22646755,0.195267545
4/2/07,0.239585296,7588694766,0.118930352,0.954806174,180.9548506,0.180004539,0.276820584
4/3/07,0.236373492,7544047949,0.114574382,0.954806174,194.7562662,0.171621429,0.270270686
4/4/07,0.222621686,9294810358,0.117926939,0.954806174,176.1979506,0.205789969,0.266906185
4/5/07,0.209073671,9128815344,0.108521319,0.983234473,214.2385235,0.186231559,0.245276971
4/9/07,0.196708684,13602567431,0.123404836,0.986754956,148.7491716,0.273466159,0.256949627
4/10/07,0.19713318,14108501019,0.123555061,0.986754956,148.5189873,0.2729488,0.257325403
4/11/07,0.197849467,14118279602,0.123807372,0.986754956,148.1332702,0.272076259,0.257958039
4/12/07,0.150645625,13233312350,0.07936829,0.993859036,277.5994104,0.189476095,0.179816477
4/13/07,0.135011618,13005104227,0.062318799,0.998757281,314.3902105,0.149459735,0.152658918
4/16/07,0.13520322,12998276510,0.062783908,0.998757281,313.440492,0.150991415,0.153228882
4/17/07,0.153588742,13221064328,0.081401856,0.998757281,274.4513569,0.189726884,0.183274512
4/18/07,0.165736346,13399050175,0.093512416,0.998757281,244.7063932,0.213271103,0.203343247
4/19/07,0.16511436,13410878457,0.09004164,0.963673416,244.9416316,0.213976174,0.202789423
4/20/07,0.165581111,13412063564,0.089108685,0.952211853,244.7649012,0.213447013,0.203205152
4/23/07,0.108549664,12705118892,0.037383775,0.952211853,351.0640877,0.102354975,0.113721615
4/24/07,0.118110769,12763451154,0.045428303,0.952211853,338.9026211,0.120869331,0.127829855
4/25/07,0.104536863,12669564071,0.033369342,0.952211853,356.6688624,0.091469569,0.107211736
4/26/07,0.102874476,12687411250,0.032997562,0.948933093,356.8535137,0.092785965,0.105820107
4/27/07,0.134926868,13032038017,0.062880775,0.946377025,305.2524601,0.166794183,0.156553857
4/30/07,0.149658938,13171386459,0.075962749,0.946377025,275.9804686,0.193631889,0.179671713
5/1/07,0.208959316,7263358187,0.086239871,0.946377025,267.5895045,0.129786932,0.225935532
5/2/07,0.209983425,7267077513,0.086331005,0.946377025,267.5656328,0.128814572,0.226642922
5/3/07,0.210492171,7278022371,0.085719905,0.939199276,267.5557229,0.128332571,0.22699303
5/4/07,0.182303876,8804507377,0.07688437,0.939613376,283.5828027,0.138633457,0.200913683
5/7/07,0.163070438,12832075183,0.084618087,0.939613376,254.3704647,0.20420065,0.197901445
5/8/07,0.16433008,12828460463,0.084968337,0.939613376,253.9339323,0.202795439,0.199012358
5/9/07,0.165888543,12857537741,0.085395083,0.939613376,253.405817,0.201060895,0.200379044
5/10/07,0.160662195,13322075164,0.082737553,0.926206087,255.2291451,0.206895192,0.195761882
5/11/07,0.162204124,13339094544,0.08314898,0.925966351,254.6757115,0.20516875,0.197134156
5/14/07,0.16004057,13347232405,0.082539653,0.925966351,255.4559316,0.207592406,0.195206261
5/15/07,0.158945956,13357884566,0.082226114,0.925966351,255.860408,0.208821792,0.194224524
5/16/07,0.159728705,13359820959,0.082450683,0.925966351,255.5705038,0.207942453,0.194926991
5/17/07,0.16004057,13394029565,0.082566856,0.926271519,255.4559316,0.207592406,0.195206261
5/18/07,0.128591263,12982793749,0.053183267,0.924840554,322.8241911,0.141854644,0.143853401
5/21/07,0.13360576,13030219523,0.057893465,0.924840554,313.53156,0.153111322,0.15195276
5/22/07,0.150136324,13252805251,0.071700974,0.924840554,283.6555429,0.180627023,0.17708477
5/23/07,0.151971169,13296789936,0.073240112,0.924840554,280.0287412,0.183559828,0.179901087
5/24/07,0.158936868,13425154011,0.081263456,0.93220966,260.8138126,0.20163627,0.192428373
5/25/07,0.136666527,13099657329,0.060240435,0.931449518,309.9018934,0.155534396,0.155912658
5/29/07,0.150545041,13312954342,0.073688093,0.931449518,279.5988933,0.186466076,0.178972421
5/30/07,0.152934516,13349512707,0.075922797,0.931449518,274.1142714,0.191284703,0.182900454
5/31/07,0.155421485,13401933072,0.075691225,0.901073892,268.2761258,0.196233579,0.186995953
6/1/07,0.214072957,7389337757,0.083404101,0.897149862,264.1978335,0.128441148,0.230739669
6/4/07,0.220000562,9252740867,0.100907253,0.897149862,212.2707522,0.174534252,0.253474549
6/5/07,0.158261428,8736085269,0.049464089,0.897149862,332.1860281,0.092002647,0.161223502
6/6/07,0.164604336,8771814418,0.054674926,0.897149862,323.023039,0.10098967,0.170520299
6/7/07,0.133927731,12705271302,0.050827469,0.861943315,321.2323437,0.137771692,0.148708388
6/8/07,0.165700429,13111224006,0.07566233,0.851388964,259.3289695,0.193119694,0.198094224
6/11/07,0.176206658,13863429366,0.08657591,0.851388964,224.5652527,0.222421006,0.21810815
6/12/07,0.193876057,14356077065,0.102484068,0.851388964,166.7273543,0.259483231,0.249519613
6/13/07,0.163266631,13743037137,0.078433453,0.851388964,248.0094255,0.212795318,0.200309635
6/14/07,0.161522819,13759061882,0.079343013,0.866419824,248.678731,0.214771508,0.19874496
6/15/07,0.161043423,13709707667,0.077875309,0.851810619,248.8656956,0.215315696,0.198312908
6/18/07,0.160722906,13701993227,0.077788144,0.851810619,248.9914106,0.21567975,0.198023586
6/19/07,0.160562371,13660517297,0.077744382,0.851810619,249.0545913,0.215862156,0.197878537
6/20/07,0.200114511,13771945859,0.086406786,0.851810619,237.8068085,0.172361513,0.230889283
6/21/07,0.200988079,13786764624,0.086373123,0.850075059,237.6559436,0.171436229,0.231557865
6/22/07,0.194660604,13692980844,0.082001704,0.848034588,249.3073283,0.166091195,0.222904521
6/25/07,0.225439371,14177831359,0.105458758,0.848034588,174.7148914,0.203382562,0.269290496
6/26/07,0.20550318,13841753344,0.090625561,0.848034588,223.6947794,0.180894147,0.23958215
6/27/07,0.233070928,14313668912,0.110787498,0.848034588,155.6441397,0.210399812,0.28028627
6/28/07,0.162208531,13243396919,0.055647187,0.848570944,314.0758722,0.117136671,0.173141392
6/29/07,0.146231692,13012553376,0.04179942,0.847950092,340.2449653,0.088356842,0.148113192
7/2/07,0.208094592,7151275603,0.046859478,0.847950092,334.6925752,0.056279795,0.193526538
7/3/07,0.220724318,7223504753,0.055397824,0.847950092,319.5935528,0.065955827,0.210203959
7/5/07,0.206169974,8916166915,0.062116,0.876176572,309.378115,0.085945079,0.205910242
7/6/07,0.204901401,8918247974,0.060555097,0.872213101,311.9113636,0.083952351,0.203825024
7/9/07,0.190428379,13052730285,0.076247429,0.872213101,272.2716266,0.143788668,0.211221942
7/10/07,0.184637798,13457683646,0.075438574,0.872213101,272.9736015,0.149545343,0.206827487
7/11/07,0.254937933,14803170080,0.131052749,0.872213101,88.39133226,0.235750869,0.314019389
7/12/07,0.255318258,14837490509,0.130937427,0.870264295,87.75979646,0.235706219,0.314438464
7/13/07,0.219886126,14057135074,0.10200684,0.863660347,193.8138347,0.192623768,0.259458112
7/16/07,0.217865597,14012112915,0.101643859,0.863660347,194.2297098,0.194863201,0.257935851
7/17/07,0.218419711,14033964296,0.101744523,0.863660347,194.1132119,0.194248273,0.258354667
7/18/07,0.217494899,13990558081,0.101576044,0.863660347,194.3086786,0.195274911,0.257655097
7/19/07,0.215437396,14001381501,0.101628999,0.867383382,194.7620306,0.197564792,0.256088503
7/20/07,0.214491574,13943975117,0.102313238,0.874779982,194.9789896,0.198620117,0.255363617
7/23/07,0.18693507,13520223431,0.081042564,0.874779982,257.7008442,0.165744732,0.214300653
7/24/07,0.184191199,13479028542,0.079723625,0.874779982,260.8039646,0.165383434,0.21116771
7/25/07,0.201755884,13742180771,0.093997046,0.874779982,220.1340549,0.189652334,0.23815504
7/26/07,0.196962048,13619259286,0.092440661,0.879046572,225.1042072,0.190677783,0.233064158
7/27/07,0.203288312,13800246095,0.103676984,0.911188373,199.7011871,0.209404317,0.24598729
7/30/07,0.189017679,13547265451,0.090712032,0.911188373,238.7046067,0.185900604,0.222659284
7/31/07,0.177696801,13337598306,0.080513767,0.911188373,265.9000626,0.167249417,0.204537229
8/1/07,0.244284577,7343242431,0.089013549,0.911188373,257.7130824,0.108456913,0.253143123
8/2/07,0.250530043,7401758334,0.097280419,0.933572924,242.8388994,0.116160889,0.26279918
8/3/07,0.23085066,7257404603,0.082613511,0.930707556,276.2295244,0.102030745,0.237012652
8/6/07,0.231835765,9125137505,0.103854835,0.930707556,219.0444505,0.154667924,0.259146599
8/7/07,0.188644587,13070994743,0.095069377,0.930707556,230.4750178,0.196156436,0.225247999
8/8/07,0.171256824,12813722281,0.077375936,0.930707556,277.232985,0.160398891,0.19545571
8/9/07,0.20245767,13286481494,0.105728818,0.930553146,199.7721063,0.210532184,0.245375012
8/10/07,0.201752764,13864182737,0.106605222,0.920650994,191.456571,0.220386394,0.247535319
8/13/07,0.178700323,13446024145,0.086792982,0.920650994,249.7071176,0.18679519,0.211240675
8/14/07,0.165268868,13224743308,0.07554307,0.920650994,277.8949012,0.167431755,0.190769298
8/15/07,0.171475035,13340365508,0.083599216,0.920650994,256.4851581,0.188368855,0.203449877
8/16/07,0.195200415,13700585578,0.10511846,0.923540611,194.1968873,0.22751376,0.241963804
8/17/07,0.146521543,13002832719,0.062568007,0.927857565,306.7395667,0.147526881,0.164828458
8/20/07,0.158105399,13110439619,0.072127245,0.927857565,286.2563764,0.16490895,0.182107442
8/21/07,0.141343538,12878513783,0.057047102,0.927857565,317.9533881,0.134380678,0.155879516
8/22/07,0.145255339,12937249352,0.060220584,0.927857565,311.8526429,0.140317457,0.161613559
8/23/07,0.128303193,12758131667,0.04596236,0.941077406,338.7363448,0.108999433,0.135708286
8/24/07,0.162278332,13120990122,0.075135572,0.94666865,283.6475425,0.163111416,0.186273671
